Name,Day,Date,Time,Result,Bookmakers,1,2
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, NordicBet  ,2.45,1.53
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, Pinnacle  ,2.56,1.52
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, PlanetWin  ,2.57,1.47
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, SAZKAbet.cz  ,2.60,1.51
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, SBOBET  ,2.47,1.48
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, Tipsport.cz  ,2.76,1.45
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, Tipsport.sk  ,2.76,1.45
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, Totolotek.pl  ,2.50,1.47
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, Unibet  ,2.60,1.50
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, Unibet.it  ,2.60,1.50
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, William Hill  ,2.50,1.53
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, WilliamHill.it  ,2.60,1.50
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, Winline.ru  ,2.43,1.50
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs, youwin  ,2.55,1.48
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs,Average,2.57,1.50
Wade J. - Price G.,Monday,08 Mar  2021,03:10,Final result 11:6 best of 21 legs,Highest,2.90,1.57
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, 10Bet  ,2.65,1.47
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, 188BET  ,2.82,1.42
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, 1xBet  ,2.90,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, 1xStavka.ru  ,2.90,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, 888sport  ,2.80,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, bet-at-home  ,2.70,1.41
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, bet365  ,2.75,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, bet365.it  ,2.75,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Betfred  ,2.75,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Bethard  ,2.60,1.45
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Betsafe  ,2.75,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Betsensation  ,2.59,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Betsson  ,2.75,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, BetVictor  ,2.70,1.40
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Betway  ,2.88,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, BetWorld  ,2.80,1.43
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, BoyleSports  ,2.75,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, bwin  ,2.80,1.42
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, bwin.es  ,2.80,1.42
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, bwin.it  ,2.75,1.40
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Chance.cz  ,2.88,1.42
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, ComeOn  ,2.60,1.45
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Coolbet  ,2.49,1.54
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Dafabet  ,2.92,1.41
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Expekt  ,2.70,1.42
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, GGBET  ,2.81,1.40
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, GGBET.ru  ,2.81,1.40
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, iFortuna.cz  ,2.87,1.42
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Intertops  ,2.75,1.40
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Interwetten  ,2.80,1.43
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Interwetten.es  ,2.80,1.43
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Marathonbet  ,2.92,1.43
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Marathonbet.ru  ,2.92,1.43
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, MELbet  ,2.90,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, NordicBet  ,2.75,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Pinnacle  ,2.78,1.45
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, PlanetWin  ,2.90,1.38
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, SAZKAbet.cz  ,2.70,1.47
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, SBOBET  ,2.72,1.38
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Tipsport.cz  ,2.88,1.42
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Tipsport.sk  ,2.88,1.42
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Totolotek.pl  ,2.73,1.40
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Unibet  ,2.80,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Unibet.it  ,2.80,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, William Hill  ,2.75,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, WilliamHill.it  ,2.75,1.44
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, Winline.ru  ,2.69,1.41
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs, youwin  ,2.70,1.43
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs,Average,2.77,1.43
Ratajski K. - van Gerwen M.,Monday,08 Mar  2021,00:00,Final result 7:10 best of 19 legs,Highest,2.92,1.54
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, 10Bet  ,1.57,2.35
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, 188BET  ,1.49,2.58
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, 1xBet  ,1.51,2.66
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, 1xStavka.ru  ,1.51,2.66
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, 888sport  ,1.53,2.50
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, bet-at-home  ,1.51,2.39
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, bet365  ,1.53,2.50
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, bet365.it  ,1.53,2.50
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Betfred  ,1.53,2.50
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Bethard  ,1.56,2.35
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Betsafe  ,1.53,2.45
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Betsensation  ,1.40,2.70
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Betsson  ,1.53,2.45
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, BetVictor  ,1.50,2.40
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Betway  ,1.55,2.50
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, BetWorld  ,1.50,2.40
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, BoyleSports  ,1.40,2.75
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, bwin  ,1.53,2.45
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, bwin.es  ,1.53,2.45
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, bwin.it  ,1.50,2.40
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Chance.cz  ,1.50,2.60
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, ComeOn  ,1.56,2.35
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Coolbet  ,1.50,2.48
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Dafabet  ,1.48,2.66
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Expekt  ,1.50,2.40
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, GGBET  ,1.41,2.77
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, GGBET.ru  ,1.41,2.77
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, iFortuna.cz  ,1.50,2.60
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Intertops  ,1.50,2.40
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Interwetten  ,1.50,2.40
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Interwetten.es  ,1.50,2.40
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Marathonbet  ,1.50,2.66
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Marathonbet.ru  ,1.50,2.66
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, MELbet  ,1.51,2.66
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, NordicBet  ,1.53,2.45
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, Pinnacle  ,1.55,2.48
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, PlanetWin  ,1.47,2.57
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, SAZKAbet.cz  ,1.58,2.40
Chisnall D. - Humphries L.,Sunday,07 Mar  2021,23:05,Final result 9:10 best of 19 legs, SBOBET  ,1.48,2.47
