Name,Day,Date,Time,Result,Bookmakers,1,2
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", bwin  ,1.65,2.25
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", bwin.es  ,1.65,2.25
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", bwin.fr  ,1.53,2.00
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Chance.cz  ,1.67,2.27
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", ComeOn  ,1.65,2.25
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Coolbet  ,1.67,2.32
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Dafabet  ,1.65,2.29
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", eFortuna.pl  ,1.64,2.32
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Expekt  ,1.62,2.30
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", France Pari  ,1.45,1.95
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", iFortuna.cz  ,1.64,2.32
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", iFortuna.sk  ,1.64,2.32
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Intertops  ,1.69,2.33
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Interwetten  ,1.60,2.25
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Interwetten.es  ,1.60,2.30
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Leon.ru  ,1.58,2.30
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Leonbets  ,1.58,2.30
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Marathonbet  ,1.70,2.26
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", NordicBet  ,1.67,2.33
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Pinnacle  ,1.69,2.34
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", SAZKAbet.cz  ,1.67,2.30
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", SBOBET  ,1.63,2.33
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Tipsport.cz  ,1.67,2.27
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Tipsport.sk  ,1.67,2.27
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Totolotek.pl  ,1.65,2.20
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Unibet  ,1.70,2.28
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Unibet.fr  ,1.52,2.05
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", William Hill  ,1.67,2.30
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)", Winline.ru  ,1.65,2.25
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)",Average,1.64,2.26
Los Angeles Dodgers - Boston Red Sox,Monday,29 Oct  2018,08:15,"Final result 1:5 (1:2, 0:0, 0:0, 0:0, 0:0, 0:1, 0:1, 0:1, 0:0)",Highest,1.72,2.34
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", 10Bet  ,1.69,2.25
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", 188BET  ,1.72,2.28
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", 1xBet  ,1.74,2.24
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", 1xStavka.ru  ,1.74,2.23
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", 888sport  ,1.74,2.12
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", bet365  ,1.71,2.20
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Betclic.fr  ,1.56,2.09
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Betfair  ,1.67,2.25
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Bethard  ,1.69,2.25
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Betsafe  ,1.72,2.23
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Betsson  ,1.73,2.24
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", BetVictor  ,1.67,2.20
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Betway  ,1.71,2.20
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", BetWorld  ,1.60,2.20
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", BoyleSports  ,1.73,2.15
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", bwin  ,1.62,2.35
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", bwin.es  ,1.62,2.35
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", bwin.fr  ,1.48,2.10
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Chance.cz  ,1.70,2.22
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", ComeOn  ,1.69,2.20
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Coolbet  ,1.65,2.20
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Dafabet  ,1.68,2.25
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", eFortuna.pl  ,1.64,2.32
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Expekt  ,1.68,2.20
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", France Pari  ,1.51,2.00
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", iFortuna.cz  ,1.64,2.32
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", iFortuna.sk  ,1.64,2.32
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Intertops  ,1.72,2.28
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Interwetten  ,1.60,2.20
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Interwetten.es  ,1.60,2.20
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Leon.ru  ,1.62,2.21
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Leonbets  ,1.62,2.21
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Marathonbet  ,1.73,2.21
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", NordicBet  ,1.73,2.24
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Pinnacle  ,1.72,2.28
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", SAZKAbet.cz  ,1.69,2.25
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", SBOBET  ,1.68,2.25
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Tipsport.cz  ,1.70,2.22
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Tipsport.sk  ,1.70,2.22
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Totolotek.pl  ,1.65,2.15
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Unibet  ,1.76,2.15
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Unibet.fr  ,1.55,2.00
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", William Hill  ,1.69,2.25
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)", Winline.ru  ,1.67,2.22
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)",Average,1.63,2.22
Los Angeles Dodgers - Boston Red Sox,Sunday,28 Oct  2018,08:09,"Final result 6:9 (0:0, 0:0, 0:0, 0:0, 0:0, 4:0, 0:3, 0:1, 2:5)",Highest,1.69,2.35
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", 10Bet  ,1.57,2.55
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", 188BET  ,1.59,2.56
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", 1xBet  ,1.61,2.46
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", 1xStavka.ru  ,1.61,2.46
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", 888sport  ,1.52,2.60
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", bet-at-home  ,1.51,2.51
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", bet365  ,1.57,2.55
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Betclic.fr  ,1.45,2.32
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Betfair  ,1.55,2.50
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Bethard  ,1.57,2.55
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Betsafe  ,1.57,2.50
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Betsson  ,1.58,2.50
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", BetVictor  ,1.53,2.50
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Betway  ,1.56,2.50
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", BetWorld  ,1.50,2.45
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", BoyleSports  ,1.55,2.50
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", bwin  ,1.55,2.50
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", bwin.es  ,1.55,2.50
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", bwin.fr  ,1.44,2.20
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Chance.cz  ,1.57,2.49
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", ComeOn  ,1.53,2.55
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Coolbet  ,1.57,2.54
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Dafabet  ,1.54,2.56
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", eFortuna.pl  ,1.63,2.34
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Expekt  ,1.52,2.55
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", France Pari  ,1.35,2.10
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", iFortuna.cz  ,1.63,2.34
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", iFortuna.sk  ,1.63,2.34
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Intertops  ,1.60,2.53
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Interwetten  ,1.50,2.45
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Interwetten.es  ,1.50,2.45
Los Angeles Dodgers - Boston Red Sox,Saturday,27 Oct  2018,08:09,"Final result 3:2 (0:0, 0:0, 1:0, 0:0, 0:0, 0:0, 0:0, 0:1, 0:0, 2:1)", Leon.ru  ,1.50,2.47
